"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar producto","Validar que un cliente pueda agregar un producto al carrito de compras","SUCCESS","2022-02-16T17:32:24.5746773-05:00[America/Bogota]","0.0","25.87"
