"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar producto","Validar que un cliente pueda agregar un producto al carrito de compras","FAILURE","2022-02-16T11:02:08.0155615-05:00[America/Bogota]","0.0","38.08"
