"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar producto","Validar que un cliente pueda agregar un producto al carrito de compras","ERROR","2022-02-16T11:03:22.4788025-05:00[America/Bogota]","0.0","41.83"
