"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar producto","Validar que un cliente pueda agregar un producto al carrito de compras","SUCCESS","2022-02-16T11:09:56.1855839-05:00[America/Bogota]","0.0","22.57"
